@relation A012VibTrain
@attribute f_0 numeric
@attribute f_1 numeric
@attribute f_2 numeric
@attribute f_3 numeric
@attribute f_4 numeric
@attribute f_5 numeric
@attribute f_6 numeric
@attribute f_7 numeric
@attribute f_8 numeric
@attribute f_9 numeric
@attribute f_10 numeric
@attribute f_11 numeric
@attribute f_12 numeric
@attribute f_13 numeric
@attribute f_14 numeric
@attribute f_15 numeric
@attribute f_16 numeric
@attribute f_17 numeric
@attribute f_18 numeric
@attribute f_19 numeric
@attribute f_20 numeric
@attribute f_21 numeric
@attribute f_22 numeric
@attribute f_23 numeric
@attribute f_24 numeric
@attribute f_25 numeric
@attribute f_26 numeric
@attribute f_27 numeric
@attribute f_28 numeric
@attribute f_29 numeric
@attribute f_30 numeric
@attribute f_31 numeric
@attribute f_32 numeric
@attribute f_33 numeric
@attribute f_34 numeric
@attribute f_35 numeric
@attribute f_36 numeric
@attribute f_37 numeric
@attribute f_38 numeric
@attribute f_39 numeric
@attribute f_40 numeric
@attribute f_41 numeric
@attribute f_42 numeric
@attribute f_43 numeric
@attribute f_44 numeric
@attribute f_45 numeric
@attribute f_46 numeric
@attribute f_47 numeric
@attribute f_48 numeric
@attribute f_49 numeric
@attribute f_50 numeric
@attribute f_51 numeric
@attribute f_52 numeric
@attribute f_53 numeric
@attribute f_54 numeric
@attribute f_55 numeric
@attribute f_56 numeric
@attribute f_57 numeric
@attribute f_58 numeric
@attribute f_59 numeric
@attribute f_60 numeric
@attribute f_61 numeric
@attribute f_62 numeric
@attribute label {A,B,C}
@data
321.0,119.0,89.0,63.0,39.0,25.0,14.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,A
282.0,124.0,68.0,37.0,22.0,14.0,11.0,7.0,5.0,6.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,A
358.0,108.0,44.0,15.0,12.0,13.0,11.0,8.0,6.0,4.0,6.0,7.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,A
381.0,86.0,36.0,17.0,11.0,10.0,7.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,A
340.0,83.0,52.0,21.0,11.0,8.0,7.0,8.0,9.0,7.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,6.0,A
323.0,86.0,45.0,22.0,9.0,6.0,6.0,9.0,9.0,7.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,3.0,5.0,7.0,A
244.0,87.0,39.0,20.0,10.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,A
195.0,48.0,29.0,20.0,11.0,6.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,A
220.0,48.0,23.0,11.0,8.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,A
215.0,33.0,28.0,22.0,13.0,7.0,7.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,5.0,A
173.0,50.0,19.0,9.0,7.0,7.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,A
126.0,51.0,23.0,10.0,9.0,8.0,4.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,A
164.0,53.0,32.0,18.0,12.0,9.0,11.0,15.0,16.0,15.0,17.0,18.0,13.0,7.0,5.0,6.0,6.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,A
219.0,223.0,180.0,121.0,112.0,104.0,103.0,88.0,64.0,54.0,40.0,31.0,31.0,28.0,23.0,26.0,29.0,27.0,27.0,24.0,20.0,19.0,20.0,17.0,14.0,15.0,15.0,15.0,14.0,11.0,10.0,12.0,13.0,11.0,9.0,6.0,8.0,10.0,9.0,6.0,7.0,8.0,7.0,6.0,5.0,5.0,6.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,A
142.0,176.0,169.0,85.0,72.0,50.0,35.0,23.0,25.0,23.0,14.0,11.0,10.0,8.0,8.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,5.0,2.0,A
255.0,132.0,143.0,72.0,36.0,45.0,26.0,16.0,18.0,20.0,12.0,7.0,5.0,7.0,8.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,A
274.0,75.0,70.0,37.0,31.0,17.0,19.0,25.0,23.0,14.0,10.0,11.0,8.0,6.0,5.0,6.0,10.0,11.0,8.0,4.0,5.0,4.0,5.0,6.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,A
297.0,79.0,71.0,37.0,31.0,23.0,19.0,25.0,23.0,14.0,12.0,16.0,16.0,12.0,11.0,9.0,10.0,11.0,8.0,5.0,5.0,5.0,5.0,6.0,4.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,A
305.0,85.0,37.0,28.0,14.0,6.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,A
277.0,89.0,46.0,21.0,10.0,11.0,12.0,11.0,5.0,5.0,3.0,4.0,6.0,5.0,3.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,A
298.0,89.0,48.0,31.0,29.0,29.0,20.0,16.0,16.0,12.0,7.0,5.0,6.0,7.0,4.0,5.0,4.0,5.0,4.0,6.0,6.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,A
297.0,97.0,25.0,16.0,13.0,15.0,9.0,7.0,7.0,3.0,3.0,3.0,5.0,7.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,A
225.0,92.0,25.0,18.0,9.0,9.0,9.0,8.0,6.0,6.0,7.0,7.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,A
276.0,95.0,37.0,21.0,11.0,7.0,6.0,9.0,12.0,15.0,8.0,6.0,5.0,7.0,7.0,4.0,6.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,A
309.0,125.0,25.0,31.0,15.0,8.0,7.0,7.0,10.0,15.0,6.0,4.0,5.0,5.0,6.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,A
274.0,109.0,57.0,31.0,20.0,12.0,11.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,A
202.0,62.0,63.0,34.0,8.0,7.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,4.0,A
216.0,89.0,63.0,36.0,10.0,5.0,7.0,7.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,6.0,A
58.0,24.0,14.0,9.0,9.0,5.0,5.0,6.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A
425.0,135.0,44.0,25.0,19.0,10.0,6.0,6.0,8.0,5.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,6.0,6.0,A
459.0,179.0,53.0,26.0,24.0,14.0,7.0,6.0,7.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0,2.0,4.0,5.0,A
462.0,150.0,42.0,30.0,23.0,12.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,7.0,A
441.0,159.0,37.0,26.0,17.0,8.0,5.0,4.0,6.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,A
295.0,113.0,19.0,21.0,17.0,8.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,A
234.0,72.0,39.0,41.0,19.0,8.0,6.0,3.0,3.0,4.0,6.0,6.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,5.0,A
190.0,84.0,58.0,41.0,19.0,13.0,11.0,6.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,A
258.0,85.0,51.0,24.0,16.0,10.0,11.0,6.0,7.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,A
231.0,59.0,31.0,17.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,A
273.0,90.0,37.0,22.0,9.0,7.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,A
153.0,77.0,28.0,20.0,13.0,13.0,15.0,11.0,8.0,8.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,A
389.0,141.0,46.0,20.0,13.0,9.0,6.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,A
372.0,129.0,66.0,32.0,14.0,10.0,6.0,4.0,6.0,5.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,8.0,A
416.0,150.0,66.0,33.0,13.0,10.0,5.0,4.0,6.0,5.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,7.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,8.0,A
466.0,181.0,91.0,22.0,16.0,13.0,10.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,6.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,A
436.0,199.0,91.0,29.0,22.0,13.0,9.0,7.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,6.0,5.0,4.0,3.0,3.0,3.0,4.0,A
247.0,137.0,49.0,20.0,19.0,8.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,A
718.0,316.0,103.0,69.0,31.0,14.0,12.0,10.0,10.0,11.0,8.0,7.0,7.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,A
838.0,433.0,173.0,91.0,31.0,13.0,10.0,10.0,6.0,11.0,6.0,4.0,4.0,4.0,3.0,3.0,6.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,A
740.0,337.0,132.0,47.0,27.0,21.0,8.0,8.0,11.0,10.0,8.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,5.0,5.0,A
327.0,213.0,77.0,31.0,13.0,8.0,6.0,7.0,8.0,5.0,3.0,3.0,6.0,6.0,6.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,A
467.0,165.0,115.0,47.0,22.0,18.0,13.0,10.0,8.0,5.0,5.0,4.0,6.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,7.0,A
442.0,146.0,102.0,43.0,18.0,18.0,10.0,10.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,6.0,A
