@relation A012VibTrain
@attribute f_0 numeric
@attribute f_1 numeric
@attribute f_2 numeric
@attribute f_3 numeric
@attribute f_4 numeric
@attribute f_5 numeric
@attribute f_6 numeric
@attribute f_7 numeric
@attribute f_8 numeric
@attribute f_9 numeric
@attribute f_10 numeric
@attribute f_11 numeric
@attribute f_12 numeric
@attribute f_13 numeric
@attribute f_14 numeric
@attribute f_15 numeric
@attribute f_16 numeric
@attribute f_17 numeric
@attribute f_18 numeric
@attribute f_19 numeric
@attribute f_20 numeric
@attribute f_21 numeric
@attribute f_22 numeric
@attribute f_23 numeric
@attribute f_24 numeric
@attribute f_25 numeric
@attribute f_26 numeric
@attribute f_27 numeric
@attribute f_28 numeric
@attribute f_29 numeric
@attribute f_30 numeric
@attribute f_31 numeric
@attribute f_32 numeric
@attribute f_33 numeric
@attribute f_34 numeric
@attribute f_35 numeric
@attribute f_36 numeric
@attribute f_37 numeric
@attribute f_38 numeric
@attribute f_39 numeric
@attribute f_40 numeric
@attribute f_41 numeric
@attribute f_42 numeric
@attribute f_43 numeric
@attribute f_44 numeric
@attribute f_45 numeric
@attribute f_46 numeric
@attribute f_47 numeric
@attribute f_48 numeric
@attribute f_49 numeric
@attribute f_50 numeric
@attribute f_51 numeric
@attribute f_52 numeric
@attribute f_53 numeric
@attribute f_54 numeric
@attribute f_55 numeric
@attribute f_56 numeric
@attribute f_57 numeric
@attribute f_58 numeric
@attribute f_59 numeric
@attribute f_60 numeric
@attribute f_61 numeric
@attribute f_62 numeric
@attribute label {A,B,C}
@data
396.0,133.0,98.0,36.0,18.0,10.0,11.0,7.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,B
459.0,190.0,89.0,54.0,31.0,17.0,13.0,9.0,10.0,8.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,6.0,6.0,5.0,5.0,4.0,B
450.0,243.0,142.0,102.0,74.0,39.0,22.0,15.0,14.0,10.0,9.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,B
130.0,126.0,42.0,13.0,19.0,8.0,9.0,7.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,B
412.0,185.0,153.0,126.0,73.0,32.0,14.0,10.0,7.0,5.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,B
110.0,52.0,27.0,35.0,16.0,11.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,B
628.0,367.0,263.0,196.0,130.0,73.0,41.0,25.0,15.0,8.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,6.0,5.0,5.0,6.0,B
111.0,42.0,21.0,36.0,19.0,12.0,5.0,6.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,B
491.0,308.0,251.0,196.0,128.0,69.0,37.0,22.0,12.0,6.0,6.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,6.0,8.0,8.0,3.0,3.0,4.0,B
521.0,287.0,183.0,119.0,66.0,29.0,11.0,6.0,8.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,4.0,B
417.0,321.0,252.0,149.0,85.0,43.0,24.0,15.0,8.0,7.0,5.0,7.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,B
840.0,497.0,295.0,187.0,149.0,101.0,58.0,33.0,20.0,13.0,12.0,9.0,10.0,8.0,7.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,6.0,B
174.0,61.0,36.0,17.0,8.0,13.0,6.0,2.0,3.0,5.0,6.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,B
504.0,230.0,123.0,98.0,67.0,38.0,19.0,9.0,6.0,6.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,B
107.0,35.0,19.0,7.0,7.0,6.0,6.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,B
382.0,201.0,157.0,94.0,41.0,15.0,14.0,9.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,6.0,B
124.0,42.0,25.0,18.0,12.0,7.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,B
697.0,364.0,136.0,82.0,44.0,30.0,18.0,7.0,6.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,B
66.0,122.0,59.0,15.0,8.0,7.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,B
405.0,235.0,143.0,100.0,88.0,113.0,145.0,162.0,167.0,161.0,151.0,137.0,125.0,120.0,115.0,108.0,99.0,89.0,81.0,76.0,71.0,64.0,58.0,53.0,48.0,43.0,38.0,32.0,29.0,28.0,25.0,21.0,20.0,19.0,18.0,15.0,12.0,9.0,8.0,7.0,7.0,9.0,10.0,10.0,10.0,10.0,12.0,12.0,10.0,11.0,11.0,11.0,9.0,8.0,9.0,9.0,8.0,6.0,6.0,5.0,3.0,3.0,3.0,B
150.0,189.0,92.0,74.0,62.0,34.0,13.0,27.0,15.0,4.0,9.0,7.0,4.0,7.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,5.0,4.0,2.0,2.0,2.0,B
322.0,294.0,244.0,157.0,97.0,90.0,116.0,135.0,143.0,136.0,128.0,123.0,118.0,116.0,115.0,112.0,107.0,102.0,96.0,92.0,87.0,77.0,69.0,63.0,59.0,58.0,54.0,50.0,48.0,45.0,43.0,42.0,39.0,37.0,33.0,30.0,30.0,32.0,32.0,31.0,30.0,27.0,24.0,24.0,25.0,22.0,20.0,18.0,17.0,16.0,14.0,10.0,9.0,10.0,9.0,8.0,8.0,9.0,8.0,7.0,7.0,8.0,8.0,B
112.0,103.0,86.0,79.0,105.0,168.0,227.0,241.0,214.0,177.0,176.0,203.0,204.0,167.0,133.0,135.0,146.0,128.0,95.0,73.0,69.0,67.0,56.0,41.0,38.0,37.0,39.0,35.0,34.0,35.0,37.0,34.0,33.0,30.0,29.0,29.0,25.0,22.0,23.0,22.0,19.0,16.0,17.0,19.0,21.0,20.0,18.0,20.0,22.0,19.0,16.0,16.0,14.0,12.0,9.0,13.0,15.0,14.0,12.0,12.0,12.0,12.0,12.0,B
263.0,184.0,182.0,186.0,220.0,246.0,241.0,205.0,167.0,147.0,141.0,142.0,150.0,156.0,156.0,153.0,144.0,127.0,109.0,99.0,91.0,83.0,76.0,71.0,64.0,56.0,50.0,45.0,43.0,44.0,42.0,35.0,33.0,31.0,31.0,30.0,28.0,28.0,27.0,28.0,28.0,27.0,26.0,27.0,29.0,30.0,27.0,23.0,22.0,20.0,16.0,17.0,17.0,16.0,16.0,18.0,18.0,18.0,20.0,21.0,19.0,19.0,20.0,B
90.0,112.0,82.0,29.0,24.0,28.0,17.0,12.0,13.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,B
101.0,152.0,88.0,49.0,47.0,55.0,51.0,45.0,22.0,9.0,6.0,13.0,16.0,16.0,16.0,13.0,13.0,14.0,10.0,7.0,6.0,5.0,9.0,6.0,10.0,4.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,B
153.0,137.0,131.0,116.0,103.0,131.0,157.0,168.0,167.0,163.0,150.0,133.0,120.0,111.0,104.0,99.0,94.0,86.0,81.0,79.0,79.0,81.0,82.0,81.0,75.0,70.0,67.0,63.0,59.0,56.0,52.0,46.0,38.0,35.0,34.0,31.0,28.0,23.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,17.0,17.0,18.0,18.0,16.0,16.0,15.0,12.0,11.0,11.0,11.0,10.0,9.0,10.0,12.0,13.0,14.0,14.0,B
155.0,83.0,42.0,16.0,16.0,16.0,8.0,7.0,9.0,7.0,6.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,B
365.0,406.0,319.0,180.0,105.0,105.0,105.0,113.0,113.0,121.0,121.0,123.0,125.0,129.0,129.0,122.0,112.0,105.0,98.0,90.0,83.0,74.0,68.0,64.0,56.0,50.0,47.0,42.0,38.0,35.0,32.0,28.0,24.0,22.0,21.0,19.0,17.0,16.0,14.0,16.0,18.0,17.0,17.0,15.0,16.0,19.0,16.0,13.0,14.0,14.0,12.0,9.0,9.0,10.0,8.0,8.0,6.0,4.0,5.0,6.0,7.0,6.0,7.0,B
144.0,54.0,40.0,21.0,10.0,6.0,5.0,7.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,B
519.0,561.0,648.0,556.0,375.0,244.0,163.0,146.0,133.0,113.0,86.0,92.0,92.0,93.0,93.0,92.0,92.0,90.0,86.0,84.0,81.0,73.0,66.0,63.0,60.0,53.0,46.0,40.0,35.0,30.0,24.0,20.0,15.0,12.0,10.0,7.0,8.0,8.0,7.0,7.0,7.0,4.0,5.0,7.0,7.0,6.0,4.0,4.0,5.0,7.0,7.0,5.0,6.0,9.0,9.0,6.0,8.0,9.0,11.0,11.0,7.0,3.0,5.0,B
124.0,69.0,28.0,16.0,12.0,9.0,6.0,9.0,6.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,B
392.0,336.0,189.0,139.0,157.0,167.0,218.0,257.0,279.0,284.0,270.0,250.0,230.0,211.0,196.0,185.0,175.0,164.0,151.0,135.0,121.0,109.0,98.0,86.0,76.0,67.0,59.0,52.0,48.0,42.0,38.0,34.0,32.0,31.0,29.0,26.0,25.0,26.0,25.0,23.0,21.0,19.0,21.0,23.0,22.0,21.0,21.0,21.0,23.0,25.0,25.0,24.0,22.0,20.0,16.0,13.0,12.0,14.0,15.0,14.0,14.0,14.0,13.0,B
285.0,253.0,169.0,120.0,148.0,201.0,245.0,277.0,288.0,265.0,226.0,196.0,176.0,160.0,146.0,132.0,119.0,106.0,96.0,88.0,78.0,70.0,64.0,59.0,55.0,54.0,54.0,53.0,50.0,49.0,50.0,49.0,45.0,43.0,42.0,36.0,32.0,29.0,25.0,21.0,20.0,19.0,17.0,15.0,14.0,14.0,15.0,17.0,18.0,18.0,17.0,19.0,18.0,18.0,16.0,14.0,13.0,13.0,11.0,11.0,12.0,13.0,12.0,B
278.0,264.0,183.0,94.0,106.0,107.0,128.0,163.0,167.0,158.0,144.0,138.0,138.0,137.0,134.0,131.0,125.0,116.0,109.0,102.0,92.0,83.0,77.0,73.0,70.0,68.0,66.0,63.0,59.0,53.0,50.0,47.0,43.0,40.0,38.0,36.0,33.0,31.0,30.0,29.0,28.0,27.0,26.0,24.0,21.0,19.0,18.0,17.0,13.0,11.0,9.0,8.0,8.0,7.0,6.0,5.0,4.0,5.0,6.0,7.0,6.0,4.0,4.0,B
323.0,235.0,123.0,105.0,110.0,131.0,145.0,138.0,132.0,130.0,122.0,118.0,112.0,110.0,99.0,86.0,80.0,73.0,65.0,56.0,53.0,49.0,44.0,40.0,36.0,36.0,36.0,34.0,31.0,30.0,29.0,25.0,23.0,23.0,23.0,21.0,19.0,19.0,17.0,15.0,17.0,17.0,15.0,12.0,11.0,10.0,7.0,6.0,6.0,6.0,5.0,5.0,7.0,5.0,4.0,3.0,5.0,6.0,5.0,5.0,6.0,5.0,4.0,B
127.0,115.0,116.0,99.0,105.0,124.0,139.0,132.0,126.0,125.0,117.0,112.0,107.0,105.0,95.0,82.0,77.0,69.0,62.0,53.0,50.0,47.0,41.0,38.0,34.0,34.0,34.0,33.0,30.0,28.0,27.0,24.0,20.0,21.0,22.0,20.0,18.0,18.0,16.0,15.0,17.0,16.0,14.0,11.0,10.0,10.0,7.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,6.0,5.0,3.0,5.0,5.0,4.0,B
116.0,67.0,45.0,34.0,15.0,9.0,7.0,9.0,6.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,6.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,B
282.0,85.0,27.0,13.0,10.0,12.0,7.0,6.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,B
115.0,82.0,47.0,11.0,6.0,6.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,C
142.0,74.0,63.0,25.0,20.0,13.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,C
83.0,94.0,96.0,57.0,28.0,9.0,6.0,7.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,C
151.0,40.0,23.0,32.0,18.0,7.0,6.0,5.0,7.0,5.0,4.0,2.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,C
42.0,106.0,100.0,33.0,22.0,19.0,11.0,6.0,5.0,5.0,6.0,3.0,3.0,5.0,6.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,C
56.0,100.0,61.0,17.0,9.0,8.0,6.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,C
144.0,42.0,29.0,23.0,15.0,6.0,6.0,3.0,4.0,5.0,6.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,5.0,C
121.0,90.0,56.0,46.0,31.0,17.0,10.0,5.0,7.0,8.0,7.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,C
104.0,71.0,38.0,15.0,17.0,12.0,11.0,8.0,6.0,4.0,7.0,6.0,4.0,4.0,5.0,8.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,C
118.0,154.0,98.0,49.0,18.0,13.0,7.0,9.0,6.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,C
146.0,81.0,44.0,17.0,14.0,9.0,8.0,8.0,10.0,6.0,4.0,4.0,5.0,7.0,7.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,C
101.0,56.0,78.0,37.0,16.0,15.0,7.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,C
90.0,61.0,38.0,23.0,17.0,13.0,8.0,6.0,6.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,C
